Date,Team 1,Team 2,Score 1,Score 2
11/25/2024,Washington MD,Navy,43,94
11/25/2024,Mississippi College,Nicholls,35,79
11/25/2024,Dayton,North Carolina,90,92
11/25/2024,Carolina,North Carolina Central,36,91
11/25/2024,Oregon St.,North Texas,55,58
11/25/2024,Green Bay,Ohio St.,69,102
11/25/2024,High Point,Old Dominion,73,67
11/25/2024,Rogers St.,Oral Roberts,69,68
11/25/2024,Drexel,Purdue Fort Wayne,81,87
11/25/2024,Florida Tech,Richmond,57,67
11/25/2024,Quinnipiac,Saint Louis,67,81
11/25/2024,Clemson,San Francisco,70,55
11/25/2024,Miami OH,Siena,70,58
11/25/2024,Incarnate Word,South Alabama,63,84
11/25/2024,Randall,South Dakota,50,112
11/25/2024,Boise St.,South Dakota St.,83,82
11/25/2024,Champion Christian,Southern,58,121
11/25/2024,Indiana St.,Southern Indiana,77,87
11/25/2024,Abilene Christian,Southern Miss,82,74
11/25/2024,East Texas A&M,Stonehill,65,67
11/25/2024,UTSA,Troy,72,86
11/25/2024,Norfolk St.,UC Davis,76,55
11/25/2024,Merrimack,UMass Lowell,74,81
11/25/2024,Howard,UMBC,77,95
11/25/2024,Long Beach St.,UNC Greensboro,48,71
11/25/2024,Le Moyne,UT Rio Grande Valley,77,97
11/25/2024,San Jose St.,UTEP,71,65
11/25/2024,Michigan,Virginia Tech,75,63
11/25/2024,Justice,Weber St.,45,93
11/25/2024,LIU,Winthrop,65,87
11/25/2024,South Carolina,Xavier,66,75
11/26/2024,Houston,Alabama,80,85
11/26/2024,SUNY Maritime,Army,52,91
11/26/2024,Midway,Bellarmine,60,101
11/26/2024,Loyola Marymount,Belmont,77,63
11/26/2024,Boise St.,Boston College,61,63
11/26/2024,SMU,Cal Baptist,79,77
11/26/2024,Grambling St.,Cal Poly,79,82
11/26/2024,Penn St.,Clemson,67,75
11/26/2024,NJIT,Cleveland St.,53,56
11/26/2024,Connecticut,Colorado,72,73
11/26/2024,San Diego St.,Creighton,71,53
11/26/2024,Iowa St.,Dayton,89,84
11/26/2024,Penn St. Wilkes Barre,Delaware St.,43,111
11/26/2024,Chicago St.,Drexel,71,83
11/26/2024,Saint Peter's,Fairleigh Dickinson,78,76
11/26/2024,Western Carolina,Florida St.,57,91
11/26/2024,Ball St.,Florida Tech,94,57
11/26/2024,Southeastern Louisiana,Gardner Webb,69,73
11/26/2024,Wagner,Georgetown,41,66
11/26/2024,Austin Peay,Georgia St.,62,50
11/26/2024,Hawaii Pacific,Hawaii,63,67
11/26/2024,Hampton,High Point,73,76
11/26/2024,USC Upstate,Iowa,77,110
11/26/2024,Siena,Jacksonville,64,75
11/26/2024,Duke,Kansas,72,75
11/26/2024,Western Kentucky,Kentucky,68,87
11/26/2024,UTEP,Long Beach St.,70,44
11/26/2024,Richmond,Louisiana Tech,62,65
11/26/2024,VMI,Loyola MD,67,70
11/26/2024,Miami OH,Mercer,75,72
11/26/2024,Memphis,Michigan St.,71,63
11/26/2024,South Dakota St.,Missouri St.,75,55
11/26/2024,Abilene Christian,Montana St.,59,85
11/26/2024,UT Arlington,Murray St.,66,79
11/26/2024,Auburn,North Carolina,85,72
11/26/2024,Bethune Cookman,North Dakota,79,67
11/26/2024,Eastern Michigan,Northern Arizona,72,68
11/26/2024,Northern New Mexico,Northern Colorado,50,92
11/26/2024,Rutgers,Notre Dame,85,84
11/26/2024,Duquesne,Old Dominion,67,54
11/26/2024,Cal St. Fullerton,Pepperdine,72,63
11/26/2024,Radford,Purdue Fort Wayne,69,56
11/26/2024,Lehigh,Saint Francis,78,88
11/26/2024,Coppin St.,Saint Joseph's,54,83
11/26/2024,North Dakota St.,Samford,98,103
11/26/2024,Fordham,San Francisco,64,85
11/26/2024,Furman,Seattle,61,56
11/26/2024,Western Illinois,South Alabama,64,63
11/26/2024,Eastern Kentucky,Southern Illinois,77,72
11/26/2024,Grand Canyon,Stanford,78,71
11/26/2024,Bryant,Tennessee St.,97,85
11/26/2024,Oregon,Texas A&M,80,70
11/26/2024,Texas Lutheran,Texas A&M Corpus Chris,45,94
11/26/2024,St. Andrews Pres.,The Citadel,85,100
11/26/2024,Wyoming,Tulane,64,63
11/26/2024,Detroit Mercy,Tulsa,44,63
11/26/2024,Eastern Washington,UC Santa Barbara,51,67
11/26/2024,Southern Utah,UCLA,43,88
11/26/2024,San Jose St.,UNC Greensboro,69,64
11/26/2024,Mississippi Valley St.,Utah,48,94
11/26/2024,Denver,Utah Tech,54,68
11/26/2024,Manhattan,Virginia,65,74
11/26/2024,Fresno St.,Washington St.,73,84
11/26/2024,Utah Valley,West Georgia,77,74
11/27/2024,Sacramento St.,Air Force,63,61
11/27/2024,Rutgers,Alabama,90,95
11/27/2024,Davidson,Arizona,71,104
11/27/2024,Memphis,Auburn,76,90
11/27/2024,UT Arlington,Austin Peay,68,58
11/27/2024,Richmond,Ball St.,73,60
11/27/2024,New Orleans,Baylor,60,91
11/27/2024,Tulane,Belmont,66,89
11/27/2024,Gardner Webb,Bethune Cookman,79,64
11/27/2024,Stony Brook,Brown,54,77
11/27/2024,Mercyhurst,California,55,81
11/27/2024,Northern Kentucky,Charleston,64,79
11/27/2024,East Tennessee St.,Charlotte,75,55
11/27/2024,Bryant,Chattanooga,76,84
11/27/2024,Alabama St.,Cincinnati,59,77
11/27/2024,Texas A&M,Creighton,77,73
11/27/2024,Connecticut,Dayton,67,85
11/27/2024,Southern Illinois,Florida Tech,81,54
11/27/2024,Cal Baptist,Fresno St.,86,81
11/27/2024,Tulsa,Georgia St.,71,74
11/27/2024,Charleston Southern,Georgia Tech,67,91
11/27/2024,West Virginia,Gonzaga,86,78
11/27/2024,Massachusetts,Harvard,62,54
11/27/2024,Notre Dame,Houston,54,65
11/27/2024,Northern Arizona,Houston Christian,74,71
11/27/2024,Louisville,Indiana,89,61
11/27/2024,Colorado,Iowa St.,71,99
11/27/2024,Maryland Eastern Shore,Little Rock,59,78
11/27/2024,Eastern Kentucky,Louisiana Tech,69,78
11/27/2024,Wyoming,Loyola Marymount,70,73
11/27/2024,Stonehill,Marquette,59,94
11/27/2024,South Carolina St.,Marshall,53,82
11/27/2024,Bucknell,Maryland,67,91
11/27/2024,UTSA,Merrimack,76,74
11/27/2024,Lindenwood,Missouri,61,81
11/27/2024,CSUN,Montana,75,83
11/27/2024,NJIT,Morehead St.,78,69
11/27/2024,South Dakota,Nebraska,79,96
11/27/2024,Dalton St.,North Alabama,69,100
11/27/2024,Michigan St.,North Carolina,94,91
11/27/2024,Southeastern Louisiana,North Dakota,76,60
11/27/2024,West Georgia,North Dakota St.,61,73
11/27/2024,Arkansas Pine Bluff,Pacific,71,83
11/27/2024,Nazareth,Princeton,63,99
11/27/2024,Oklahoma,Providence,79,77
11/27/2024,Detroit Mercy,Rhode Island,75,81
11/27/2024,Canisius,Robert Morris,64,72
11/27/2024,UMass Lowell,Saint Louis,90,93
11/27/2024,Appalachian St.,Sam Houston St.,66,63
11/27/2024,Utah Valley,Samford,76,84
11/27/2024,Marian,San Diego,64,69
11/27/2024,Oregon,San Diego St.,78,68
11/27/2024,Long Beach St.,San Jose St.,66,82
11/27/2024,Virginia Tech,South Carolina,60,70
11/27/2024,Cornell,Syracuse,72,82
11/27/2024,Tennessee Martin,Tennessee,35,78
11/27/2024,Presbyterian,Tennessee Tech,75,90
11/27/2024,Texas A&M Kingsville,Texas Southern,72,80
11/27/2024,Milwaukee,UCF,76,84
11/27/2024,Morgan St.,UMBC,69,92
11/27/2024,Colgate,UNC Wilmington,72,59
11/27/2024,UNC Greensboro,UTEP,58,64
11/27/2024,Northern Illinois,Valparaiso,82,87
11/27/2024,Plattsburgh St.,Vermont,55,78
11/27/2024,Rider,Villanova,48,72
11/27/2024,SMU,Washington St.,77,60
11/27/2024,Incarnate Word,Western Illinois,86,75
11/27/2024,Averett,Winthrop,56,99
11/27/2024,Michigan,Xavier,78,53
11/27/2024,Western Michigan,Youngstown St.,73,62
11/28/2024,Oklahoma,Arizona,82,77
11/28/2024,Mississippi,BYU,96,85
11/28/2024,Providence,Davidson,58,69
11/28/2024,Indiana,Gonzaga,73,89
11/28/2024,Arkansas,Illinois,77,90
11/28/2024,UC Irvine,Kennesaw St.,76,59
11/28/2024,Towson,Kent St.,54,65
11/28/2024,UNLV,Mississippi St.,58,80
11/28/2024,Purdue,N.C. State,71,61
11/28/2024,Arizona St.,New Mexico,85,82
11/28/2024,Utah Valley,North Dakota St.,63,83
11/28/2024,Northern Iowa,North Texas,48,68
11/28/2024,Butler,Northwestern,71,69
11/28/2024,UT Arlington,Rhode Island,78,83
11/28/2024,USC,Saint Mary's,36,71
11/28/2024,Utah St.,St. Bonaventure,72,67
11/28/2024,Santa Clara,TCU,69,52
11/28/2024,Florida,Wake Forest,75,58
11/28/2024,Colorado St.,Washington,67,73
11/28/2024,Louisville,West Virginia,79,70
11/28/2024,Minnesota,Wichita St.,66,68
11/29/2024,West Virginia,Arizona,83,76
11/29/2024,Saint Mary's,Arizona St.,64,68
11/29/2024,Gardner Webb,Belmont,74,83
11/29/2024,Niagara,Binghamton,65,62
11/29/2024,Dartmouth,Boston College,88,83
11/29/2024,Weber St.,Bowling Green,73,70
11/29/2024,Judson,Bradley,41,107
11/29/2024,N.C. State,BYU,61,72
11/29/2024,Florida A&M,Clemson,58,86
11/29/2024,Morehead St.,Cleveland St.,71,69
11/29/2024,Appalachian St.,Colgate,72,50
11/29/2024,TCU,Colorado St.,72,76
11/29/2024,Gonzaga,Davidson,90,65
11/29/2024,Valparaiso,DePaul,70,89
11/29/2024,Seattle,Duke,48,70
11/29/2024,North Carolina A&T,East Carolina,69,93
11/29/2024,Northern Illinois,Eastern Illinois,59,72
11/29/2024,Wichita St.,Florida,51,88
11/29/2024,VMI,George Washington,64,77
11/29/2024,Arkansas St.,Indiana St.,86,81
11/29/2024,George Mason,James Madison,66,61
11/29/2024,Georgia St.,Kentucky,76,105
11/29/2024,LIU,Lafayette,56,75
11/29/2024,Central Pennsylvania,Liberty,36,93
11/29/2024,Stephen F. Austin,Louisiana Monroe,68,60
11/29/2024,Northwestern St.,LSU,53,77
11/29/2024,Elon,Maine,56,69
11/29/2024,Le Moyne,Manhattan,81,77
11/29/2024,Purdue,Mississippi,80,78
11/29/2024,Butler,Mississippi St.,87,77
11/29/2024,USC,New Mexico,73,83
11/29/2024,Pepperdine,New Mexico St.,82,70
11/29/2024,Utah St.,North Texas,61,57
11/29/2024,St. Bonaventure,Northern Iowa,68,56
11/29/2024,Pittsburgh,Ohio St.,91,90
11/29/2024,Louisville,Oklahoma,64,69
11/29/2024,Navy,Penn,86,78
11/29/2024,Indiana,Providence,89,73
11/29/2024,Hofstra,Rice,68,63
11/29/2024,West Georgia,Samford,65,86
11/29/2024,North Florida,SIUE,78,73
11/29/2024,Alcorn St.,South Alabama,65,74
11/29/2024,Iona,Tarleton St.,62,51
11/29/2024,Delaware St.,Texas,68,90
11/29/2024,Northern Colorado,Texas Tech,64,89
11/29/2024,Kennesaw St.,Towson,67,63
11/29/2024,Merrimack,Troy,72,68
11/29/2024,Kent St.,UC Irvine,39,51
11/29/2024,Mississippi Valley St.,UC Santa Barbara,48,81
11/29/2024,Sam Houston St.,UNC Wilmington,60,69
11/29/2024,Northwestern,UNLV,66,61
11/29/2024,Tennessee Tech,Vanderbilt,56,87
11/29/2024,Elizabeth City St.,VCU,58,103
11/29/2024,Holy Cross,Virginia,41,67
11/29/2024,Minnesota,Wake Forest,51,57
11/29/2024,Santa Clara,Washington,69,76
11/30/2024,Lipscomb,Alabama A&M,82,44
11/30/2024,Rice,Arkansas St.,75,67
11/30/2024,LIU,Binghamton,70,75
11/30/2024,Siena,Bucknell,71,58
11/30/2024,USC Upstate,Coastal Carolina,51,73
11/30/2024,Sam Houston St.,Colgate,82,78
11/30/2024,Maryland Eastern Shore,Connecticut,45,99
11/30/2024,Notre Dame,Creighton,76,80
11/30/2024,Georgia Southern,Drake,47,61
11/30/2024,Austin Peay,East Tennessee St.,57,79
11/30/2024,Purdue Fort Wayne,East Texas A&M,77,57
11/30/2024,Detroit Mercy,Eastern Michigan,98,89
11/30/2024,Florida Gulf Coast,Florida Atlantic,80,78
11/30/2024,Albany,Georgetown,68,100
11/30/2024,Jacksonville,Georgia,56,102
11/30/2024,Central Arkansas,Georgia Tech,68,87
11/30/2024,Campbell,Green Bay,72,66
11/30/2024,Pfeiffer,High Point,50,81
11/30/2024,Tarleton St.,Hofstra,61,59
11/30/2024,Mount St. Mary's,Howard,79,75
11/30/2024,UC Riverside,Idaho,68,80
11/30/2024,Indiana St.,Iona,83,80
11/30/2024,Trinity Christian,IU Indy,49,106
11/30/2024,Furman,Kansas,51,86
11/30/2024,Kent St.,Kennesaw St.,67,60
11/30/2024,Temple,La Salle,75,83
11/30/2024,Niagara,Lafayette,47,59
11/30/2024,Our Lady of the Lake,Lamar,54,88
11/30/2024,Marist,Lehigh,69,74
11/30/2024,Nicholls,Louisiana,76,75
11/30/2024,Southern,Louisiana Tech,73,70
11/30/2024,Western Carolina,Marquette,62,94
11/30/2024,Charleston Southern,Miami FL,83,79
11/30/2024,CSUN,Montana St.,72,69
11/30/2024,Elon,Navy,69,63
11/30/2024,Abilene Christian,Nebraska Omaha,71,55
11/30/2024,Bowling Green,New Mexico St.,61,60
11/30/2024,Virginia Lynchburg,North Carolina Central,51,131
11/30/2024,Bellarmine,Northern Kentucky,70,86
11/30/2024,Robert Morris,Ohio,68,84
11/30/2024,Alabama,Oregon,81,83
11/30/2024,UC Davis,Oregon St.,57,90
11/30/2024,Cal St. Fullerton,Pacific,55,64
11/30/2024,Maine,Penn,64,77
11/30/2024,Weber St.,Pepperdine,68,53
11/30/2024,Utah Tech,Portland St.,68,71
11/30/2024,Delaware,Rider,72,66
11/30/2024,Mercyhurst,Sacramento St.,66,60
11/30/2024,Houston,San Diego St.,70,73
11/30/2024,Monmouth,Seton Hall,63,51
11/30/2024,Kansas City,Southeast Missouri,59,80
11/30/2024,Milwaukee,Southern Miss,65,66
11/30/2024,Cal St. Bakersfield,Southern Utah,64,74
11/30/2024,Harvard,St. John's,64,77
11/30/2024,Cal Poly,Stanford,97,90
11/30/2024,Rutgers,Texas A&M,77,81
11/30/2024,Prairie View A&M,Texas A&M Corpus Chris,74,109
11/30/2024,Oakland,Toledo,85,52
11/30/2024,UC Irvine,Towson,67,60
11/30/2024,La Verne,UC San Diego,33,109
11/30/2024,Appalachian St.,UNC Wilmington,61,76
11/30/2024,Eastern Washington,Utah,80,88
11/30/2024,Houston Christian,UTSA,71,78
11/30/2024,Northeastern,Vermont,64,68
11/30/2024,Marshall,Western Kentucky,82,90
11/30/2024,Chicago St.,Wisconsin,53,74
11/30/2024,Air Force,Wright St.,57,70
11/30/2024,Bethany WV,Youngstown St.,60,128
12/1/2024,Notre Dame of Maryland,American,52,97
12/1/2024,Hofstra,Arkansas St.,68,66
12/1/2024,Sacred Heart,Boston University,73,65
12/1/2024,UMass Lowell,Central Connecticut,67,69
12/1/2024,Purdue Northwest,Central Michigan,69,115
12/1/2024,Fairleigh Dickinson,Fairfield,74,78
12/1/2024,New Hampshire,Fordham,61,83
12/1/2024,Arkansas Pine Bluff,Kansas St.,73,120
12/1/2024,Binghamton,Lafayette,82,81
12/1/2024,Regent,Longwood,55,108
12/1/2024,Navy,Maine,66,71
12/1/2024,Alcorn St.,Maryland,58,96
12/1/2024,NJIT,Massachusetts,68,80
12/1/2024,Bethune Cookman,Minnesota,62,79
12/1/2024,Central Pennsylvania,Morgan St.,70,123
12/1/2024,North Florida,Nebraska,72,103
12/1/2024,LIU,Niagara,52,60
12/1/2024,Missouri St.,Oral Roberts,72,67
12/1/2024,Elon,Penn,68,53
12/1/2024,Buffalo,Penn St.,64,87
12/1/2024,Denver,Portland,90,101
12/1/2024,Iona,Rice,66,70
12/1/2024,Radford,Saint Francis,79,70
12/1/2024,Mercyhurst,San Francisco,59,87
12/1/2024,Quinnipiac,Stonehill,74,88
12/1/2024,Norfolk St.,Stony Brook,77,66
12/1/2024,Indiana St.,Tarleton St.,87,71
12/1/2024,UNC Asheville,Tennessee St.,92,74
12/1/2024,Texas St.,Texas Southern,72,59
12/1/2024,Eastern Kentucky,Troy,74,84
12/1/2024,Middle Tennessee,UAB,76,69
12/1/2024,Cal Baptist,UCF,59,74
12/1/2024,North Alabama,Wofford,54,74
12/1/2024,South Carolina St.,Xavier,68,71
12/2/2024,Pacific,Colorado,66,75
12/2/2024,Loyola MD,Coppin St.,68,57
12/2/2024,Bryant,Drexel,78,73
12/2/2024,UMBC,Georgetown,62,86
12/2/2024,Columbia International,Jacksonville St.,59,89
12/2/2024,UT Arlington,Louisiana Monroe,84,70
12/2/2024,Air Force,Miami OH,60,73
12/2/2024,Oakwood,Mississippi Valley St.,71,91
12/2/2024,Washington St.,Nevada,68,57
12/2/2024,William & Mary,Old Dominion,83,88
12/2/2024,Yale,Rhode Island,78,84
12/2/2024,Jackson St.,Saint Louis,66,74
12/2/2024,Dakota Wesleyan,South Dakota St.,62,78
12/2/2024,East West,Southern Indiana,46,104
12/2/2024,Chicago St.,St. Thomas,76,98
12/2/2024,Southeastern Louisiana,Tulane,71,67
12/3/2024,Northern Kentucky,Akron,73,86
12/3/2024,Mid Atlantic Christian,Appalachian St.,43,85
12/3/2024,San Diego,Arizona St.,53,90
12/3/2024,Utah Tech,Boise St.,64,87
12/3/2024,South Carolina,Boston College,73,51
12/3/2024,Pittsburgh Bradford,Buffalo,65,100
12/3/2024,Eastern Illinois,Butler,58,73
12/3/2024,Tusculum,Charleston,71,94
12/3/2024,Tennessee Martin,Charleston Southern,68,83
12/3/2024,Lipscomb,Chattanooga,80,62
12/3/2024,Kentucky,Clemson,66,70
12/3/2024,Western Michigan,Dayton,69,77
12/3/2024,Delaware St.,Delaware,80,93
12/3/2024,Saint Peter's,Duquesne,62,59
12/3/2024,UNC Wilmington,East Carolina,67,53
12/3/2024,Presbyterian,Florida A&M,63,66
12/3/2024,UNC Asheville,George Mason,52,74
12/3/2024,Notre Dame,Georgia,48,69
12/3/2024,Arkansas Baptist,Grambling St.,56,82
12/3/2024,Hawaii,Grand Canyon,72,78
12/3/2024,North Carolina A&T,Hampton,71,82
12/3/2024,Sam Houston St.,Indiana,71,97
12/3/2024,Northwestern,Iowa,79,80
12/3/2024,East Tennessee St.,James Madison,61,71
12/3/2024,Army,Le Moyne,103,100
12/3/2024,Mississippi,Louisville,86,63
12/3/2024,Eastern Michigan,Loyola Chicago,54,76
12/3/2024,Florida St.,LSU,75,85
12/3/2024,Maine Augusta,Maine,51,103
12/3/2024,Santa Clara,McNeese,74,67
12/3/2024,Arkansas,Miami FL,76,73
12/3/2024,California,Missouri,93,98
12/3/2024,Evansville,Murray St.,61,63
12/3/2024,Dartmouth,New Hampshire,69,65
12/3/2024,La Salle,Northeastern,68,82
12/3/2024,Benedictine,Northern Illinois,70,89
12/3/2024,Georgia Tech,Oklahoma,61,76
12/3/2024,BYU,Providence,64,83
12/3/2024,Winthrop,Queens,86,78
12/3/2024,Princeton,Saint Joseph's,77,69
12/3/2024,UTSA,Saint Mary's,74,82
12/3/2024,Alabama St.,SMU,72,101
12/3/2024,Stetson,South Florida,72,74
12/3/2024,Bradley,Southern Illinois,83,60
12/3/2024,Park,Southern Utah,55,90
12/3/2024,Utah Valley,Stanford,63,77
12/3/2024,Dallas Christian,Tarleton St.,50,90
12/3/2024,Syracuse,Tennessee,70,96
12/3/2024,Wake Forest,Texas A&M,44,57
12/3/2024,Toccoa Falls,The Citadel,57,94
12/3/2024,Washington,UCLA,58,69
12/3/2024,High Point,UNC Greensboro,68,72
12/3/2024,Brown,Vermont,60,53
12/3/2024,Cincinnati,Villanova,60,68
12/3/2024,Virginia Lynchburg,VMI,51,113
12/3/2024,Michigan,Wisconsin,67,64
12/4/2024,Columbia,Albany,73,88
12/4/2024,George Washington,American,71,81
12/4/2024,Illinois St.,Belmont,97,99
12/4/2024,St. Bonaventure,Bucknell,64,47
12/4/2024,Coastal Carolina,Campbell,58,57
12/4/2024,Livingstone,Charlotte,61,83
12/4/2024,Cornell,Colgate,84,57
12/4/2024,Loyola Marymount,Colorado St.,54,83
12/4/2024,Baylor,Connecticut,72,76
12/4/2024,Kansas,Creighton,63,76
12/4/2024,Sacramento St.,Denver,59,80
12/4/2024,Auburn,Duke,78,84
12/4/2024,North Dakota,Eastern Washington,81,87
12/4/2024,Rider,Fairfield,75,78
12/4/2024,Florida Atlantic,FIU,88,77
12/4/2024,Virginia,Florida,69,87
12/4/2024,Furman,Florida Gulf Coast,76,73
12/4/2024,Fairleigh Dickinson,Fordham,75,84
12/4/2024,San Diego St.,Fresno St.,84,62
12/4/2024,Harvard,Holy Cross,67,68
12/4/2024,Northern Iowa,Illinois Chicago,83,56
12/4/2024,Marquette,Iowa St.,70,81
12/4/2024,Green Bay,IU Indy,75,84
12/4/2024,Idaho,Kansas City,82,77
12/4/2024,Monmouth,Lehigh,63,90
12/4/2024,East West,Lindenwood,45,102
12/4/2024,Central Arkansas,Little Rock,57,63
12/4/2024,York NY,LIU,53,103
12/4/2024,Morehead St.,Marshall,77,80
12/4/2024,Ohio St.,Maryland,59,83
12/4/2024,Central Connecticut,Massachusetts,73,69
12/4/2024,Louisiana Tech,Memphis,71,81
12/4/2024,West Georgia,Mercer,72,86
12/4/2024,Rhodes,Middle Tennessee,55,103
12/4/2024,Michigan St.,Minnesota,90,72
12/4/2024,Pittsburgh,Mississippi St.,57,90
12/4/2024,South Dakota St.,Montana,67,71
12/4/2024,Cheyney,Morgan St.,57,124
12/4/2024,Texas,N.C. State,63,59
12/4/2024,Montana St.,Nebraska Omaha,76,65
12/4/2024,San Jose St.,New Mexico,77,83
12/4/2024,Abilene Christian,New Mexico St.,78,70
12/4/2024,Tennessee Tech,North Alabama,59,82
12/4/2024,Alabama,North Carolina,94,79
12/4/2024,St. Thomas,Northern Colorado,87,75
12/4/2024,Northern Arizona,Oral Roberts,76,83
12/4/2024,Life Pacific,Pepperdine,57,119
12/4/2024,Youngstown St.,Robert Morris,72,58
12/4/2024,Penn St. Shenango,Saint Francis,55,107
12/4/2024,Portland St.,Seattle,74,91
12/4/2024,NJIT,Seton Hall,56,67
12/4/2024,Idaho St.,South Dakota,80,94
12/4/2024,Arlington Baptist,Texas St.,49,97
12/4/2024,DePaul,Texas Tech,62,76
12/4/2024,Oklahoma St.,Tulsa,76,55
12/4/2024,Oregon,USC,68,60
12/4/2024,Brevard,USC Upstate,60,91
12/4/2024,Wyoming,Utah St.,67,70
12/4/2024,Georgia Southern,VCU,54,89
12/4/2024,Vanderbilt,Virginia Tech,80,64
12/4/2024,Coppin St.,Wagner,52,65
12/4/2024,North Dakota St.,Weber St.,77,73
12/4/2024,Bellarmine,Western Carolina,74,86
12/4/2024,St. Ambrose,Western Illinois,64,97
12/4/2024,Alcorn St.,Wichita St.,54,78
12/4/2024,Virginia Lynchburg,William & Mary,55,109
12/4/2024,Gardner Webb,Wofford,64,88
12/5/2024,Central Michigan,Aquinas College,93,69
12/5/2024,Jackson St.,Arkansas St.,64,66
12/5/2024,Long Beach St.,Cal St. Fullerton,73,56
12/5/2024,UC Riverside,CSUN,68,64
12/5/2024,Purdue Fort Wayne,Detroit Mercy,78,79
12/5/2024,East Texas A&M,Houston Christian,79,83
12/5/2024,Northwestern St.,Incarnate Word,72,70
12/5/2024,Florida Tech,Jacksonville,67,88
12/5/2024,Southeast Missouri,Lipscomb,60,78
12/5/2024,Maryland Eastern Shore,Longwood,76,80
12/5/2024,Cleveland St.,Milwaukee,67,79
12/5/2024,Southeastern Louisiana,Nicholls,64,67
12/5/2024,Radford,North Carolina Central,70,67
12/5/2024,Warner,North Florida,83,115
12/5/2024,Wright St.,Oakland,64,66
12/5/2024,Purdue,Penn St.,70,81
12/5/2024,Saint Louis,San Francisco,61,78
12/5/2024,Samford,South Carolina St.,88,81
12/5/2024,Alabama St.,Southern Miss,64,81
12/5/2024,Xavier,TCU,72,76
12/5/2024,Lamar,Texas A&M Corpus Chris,65,61
12/5/2024,Cal Poly,UC Davis,66,77
12/5/2024,Cal St. Bakersfield,UC Irvine,66,82
12/5/2024,UC San Diego,UC Santa Barbara,84,76
12/5/2024,Stephen F. Austin,UT Rio Grande Valley,65,68
12/5/2024,Drake,Valparaiso,66,60
12/6/2024,Brown,Bryant,76,75
12/6/2024,Merrimack,Canisius,60,52
12/6/2024,Charleston Southern,Davidson,72,73
12/6/2024,Delaware,Duquesne,66,80
12/6/2024,Calumet,Eastern Illinois,57,87
12/6/2024,Campbellsville H'burg,Eastern Kentucky,62,98
12/6/2024,New College of Florida,FIU,63,70
12/6/2024,Trinity FL,Florida A&M,58,130
12/6/2024,Kennesaw St.,Georgia St.,81,77
12/6/2024,North Texas,High Point,71,76
12/6/2024,St. Joseph's NY,Hofstra,46,114
12/6/2024,Miami OH,Indiana,57,76
12/6/2024,Portland,Kent St.,57,76
12/6/2024,Mount St. Mary's,Marist,50,53
12/6/2024,Siena,Niagara,68,69
12/6/2024,Illinois,Northwestern,66,70
12/6/2024,Quinnipiac,Rider,72,67
12/6/2024,Iona,Sacred Heart,59,83
12/6/2024,Manhattan,Saint Peter's,70,67
12/6/2024,Prairie View A&M,UAB,66,95
12/6/2024,Georgetown,West Virginia,60,73
12/6/2024,East West,Western Illinois,49,96
12/7/2024,Stony Brook,Air Force,61,69
12/7/2024,Brockport,Akron,48,101
12/7/2024,Southern Utah,Arizona,66,102
12/7/2024,UTSA,Arkansas,60,75
12/7/2024,Central Arkansas,Arkansas Pine Bluff,78,84
12/7/2024,Brescia,Bellarmine,66,94
12/7/2024,Middle Tennessee,Belmont,79,82
12/7/2024,Washington St.,Boise St.,74,69
12/7/2024,Albany,Boston University,74,80
12/7/2024,Morgan St.,Bowling Green,81,102
12/7/2024,CSUN,Cal Poly,102,91
12/7/2024,Stanford,California,89,81
12/7/2024,Colorado St.,Colorado,55,72
12/7/2024,US Merchant Marine,Columbia,49,98
12/7/2024,UNLV,Creighton,65,83
12/7/2024,Lehigh,Dayton,62,86
12/7/2024,Loyola MD,Delaware St.,77,80
12/7/2024,Wright St.,Detroit Mercy,80,72
12/7/2024,Wofford,Elon,56,79
12/7/2024,Western Kentucky,Evansville,79,65
12/7/2024,Lehman,Fairleigh Dickinson,54,98
12/7/2024,Princeton,Furman,63,69
12/7/2024,North Carolina Central,Gardner Webb,78,77
12/7/2024,Tulane,George Mason,64,76
12/7/2024,North Florida,Georgia Southern,91,93
12/7/2024,Kentucky,Gonzaga,90,89
12/7/2024,Life Pacific,Grand Canyon,52,100
12/7/2024,Cleveland St.,Green Bay,83,61
12/7/2024,Central Connecticut,Holy Cross,69,56
12/7/2024,Butler,Houston,51,79
12/7/2024,Northwestern St.,Houston Christian,64,57
12/7/2024,Oral Roberts,Idaho St.,55,71
12/7/2024,Pacific,Illinois St.,61,72
12/7/2024,East Texas A&M,Incarnate Word,53,65
12/7/2024,Northern Kentucky,IU Indy,66,64
12/7/2024,Utah Valley,James Madison,61,78
12/7/2024,Binghamton,Le Moyne,72,62
12/7/2024,Mississippi Valley St.,Liberty,52,89
12/7/2024,Hawaii,Long Beach St.,68,76
12/7/2024,South Florida,Loyola Chicago,72,74
12/7/2024,Nevada,Loyola Marymount,64,68
12/7/2024,Wisconsin,Marquette,74,88
12/7/2024,UMass Lowell,Massachusetts,96,83
12/7/2024,LeTourneau,McNeese,69,103
12/7/2024,Lafayette,Mercyhurst,77,73
12/7/2024,Clemson,Miami FL,65,55
12/7/2024,Iowa,Michigan,83,85
12/7/2024,Nebraska,Michigan St.,52,89
12/7/2024,Lindenwood,Mississippi,53,86
12/7/2024,Indiana St.,Missouri St.,80,77
12/7/2024,Kansas City,Montana St.,62,74
